age,gross_income,num_credit_cards,ind_actividad_cliente,num_Products,num_loans,duration,gender_M,segment_Individuals,segment_VIP,tiprel_1mes_I
23,48304.74,0,0,0,0,394,1,0,0,1
30,153814.59,1,1,4,0,3594,0,1,0,0
23,132220.47,0,0,1,0,670,0,0,0,1
56,106037.25,0,0,1,0,2957,0,1,0,1
83,173383.02,0,1,2,0,2349,1,0,1,0
22,105439.74,0,1,2,0,1458,0,0,0,0
75,130593.18,0,0,0,0,5445,1,1,0,1
54,28533.93,0,0,1,0,3069,1,1,0,1
36,127537.53,0,0,1,0,901,0,1,0,1
42,133820.28,0,0,1,0,3827,0,1,0,1
33,184534.26,0,0,1,0,4996,0,1,0,1
21,57695.97,0,1,1,0,790,1,0,0,0
82,98789.37,0,0,2,0,3942,0,1,0,0
37,130405.47,0,1,1,0,3639,0,1,0,0
25,135837.3,0,0,1,0,1671,1,0,0,1
25,261607.47,0,0,1,0,1893,0,0,0,1
53,153725.49,0,0,0,0,5795,1,1,0,0
28,77933.58,0,1,1,0,1804,0,0,0,0
24,25389.99,0,0,1,0,664,1,0,0,1
60,269216.25,0,1,5,0,6876,1,0,1,0
21,89613.75,0,0,1,0,732,1,0,0,1
54,112409.94,0,1,2,0,3272,0,1,0,0
28,52039.95,0,0,0,0,1096,1,0,0,1
20,147186.93,0,1,1,0,783,0,0,0,0
42,192461.97,0,1,4,0,3946,1,1,0,0
46,34985.16,0,0,0,0,4094,0,1,0,1
41,86183.43,0,0,0,0,3208,0,1,0,1
64,118384.95,0,0,0,0,6026,0,1,0,1
80,111669.36,0,0,0,0,7405,0,1,0,1
31,178955.52,0,1,3,0,471,0,0,0,0
22,46873.38,0,0,1,0,1151,0,0,0,1
51,222979.92,0,0,0,0,6774,0,1,0,1
40,101396.61,1,0,3,0,5396,0,1,0,0
65,325015.47,0,1,0,0,6618,1,1,0,0
45,104167.35,0,0,2,0,2869,0,1,0,1
24,57205.56,0,1,1,0,783,0,0,0,0
64,75376.59,0,1,2,0,4890,1,1,0,0
22,41676.54,0,0,1,0,1445,1,0,0,1
67,193205.1,1,1,1,0,4514,0,1,0,0
29,150601.05,0,0,1,0,1737,1,0,0,0
36,55753.92,0,1,1,0,1524,0,1,0,0
65,237311.94,0,1,3,0,5449,0,0,1,0
24,102847.89,0,0,1,0,1391,1,0,0,1
40,64364.07,0,0,2,0,4573,1,1,0,1
42,93149.88,0,1,3,0,5112,0,1,0,0
20,174283.59,0,0,0,0,421,0,0,0,1
49,138573.21,0,0,0,0,1885,0,1,0,1
27,58445.04,0,0,1,0,1859,1,0,0,1
36,75099.36,0,1,3,0,3813,0,1,0,0
25,34693.53,0,0,1,0,1794,0,0,0,1
41,304321.86,0,0,0,0,5651,0,1,0,0
20,60534.36,0,1,1,0,394,1,0,0,1
62,204776.49,0,0,1,0,7040,0,1,0,1
23,196477.23,0,1,4,0,4899,0,0,0,0
28,133265.88,0,0,1,0,1370,0,0,0,1
77,84232.11,0,0,1,0,4759,0,1,0,0
40,361957.08,0,1,3,0,2386,1,0,1,0
52,86585.79,0,0,1,0,727,0,1,0,1
27,249776.94,0,0,0,0,1039,1,0,0,1
23,139197.9,0,0,0,0,1060,1,0,0,1
67,80995.23,0,0,1,0,6472,0,1,0,1
50,40573.44,0,0,1,0,2769,0,1,0,1
40,58315.59,0,1,1,0,923,1,1,0,0
43,81399.57,0,1,1,0,3592,0,1,0,0
23,77564.46,0,1,1,0,1523,1,0,0,0
29,248053.89,1,1,5,0,1696,0,0,0,0
30,64980.21,0,1,2,0,1781,1,0,0,0
45,66852.93,0,0,1,0,5655,0,1,0,1
46,267167.64,0,0,1,0,4150,1,1,0,1
28,116795.25,0,1,1,0,1087,1,0,0,0
65,253601.61,1,1,4,0,5326,0,0,1,0
22,79618.14,0,1,1,0,1133,1,0,0,0
63,71976.81,0,1,4,0,3154,1,1,0,0
20,76744.2,0,1,1,0,641,1,0,0,0
48,132176.49,0,1,1,0,4527,0,1,0,0
44,64435.62,0,1,1,0,5641,0,1,0,1
34,103796.61,0,1,1,0,1476,0,1,0,0
24,83666.49,0,0,1,0,1768,1,0,0,1
83,79203.99,0,0,0,0,2868,0,1,0,1
34,209386.02,0,1,1,0,3599,0,0,1,0
51,61841.88,0,0,0,0,2132,0,1,0,0
23,78199.56,0,1,1,0,1132,0,0,0,0
26,88304.01,0,0,0,0,1021,0,0,0,1
30,68692.5,0,0,0,0,1195,0,1,0,1
21,70259.55,0,0,0,0,655,1,0,0,1
41,291406.23,0,1,5,0,6885,1,1,0,0
24,118934.49,0,0,0,0,1423,1,0,0,1
42,69902.19,0,0,1,0,1090,1,1,0,0
73,370854.72,0,1,2,0,2500,1,0,1,0
42,171800.97,0,0,0,0,6036,0,1,0,1
29,223890.18,0,1,2,0,951,0,1,0,0
49,99024.93,0,0,1,0,5977,0,1,0,1
23,54792.6,0,1,1,0,790,1,0,0,0
25,10500.03,0,0,1,0,1388,0,0,0,1
58,87597.99,0,1,3,0,7608,0,1,0,0
50,52822.68,0,1,1,0,6759,1,1,0,0
21,87593.28,0,1,2,0,727,0,0,0,0
55,170261.22,0,1,4,0,7748,0,0,1,0
46,100519.17,0,1,2,0,5207,0,0,1,0
60,60940.53,0,1,2,0,5323,0,1,0,0
23,40077.81,0,0,1,0,1145,1,0,0,1
25,79902.96,0,0,1,0,1448,1,0,0,1
23,98383.74,0,1,1,0,373,1,0,0,1
44,71581.17,0,0,0,0,2896,0,1,0,1
50,242260.95,0,1,3,0,2608,1,1,0,0
51,72483.51,0,0,1,0,3072,0,1,0,1
48,90382.92,0,0,0,0,4204,1,1,0,1
51,23151.45,1,1,3,0,1978,0,1,0,0
21,158238.54,0,1,1,0,731,1,1,0,0
47,65636.37,0,0,1,0,2343,1,1,0,1
27,90797.16,0,1,0,0,370,0,1,0,0
20,46025.16,0,1,1,0,403,1,0,0,1
66,56330.4,0,1,2,0,5392,0,1,0,0
57,225132.12,0,1,1,0,5536,1,1,0,1
45,410106.21,0,1,2,0,5060,0,1,0,0
56,68475.69,0,1,1,0,3507,0,1,0,0
74,89807.61,0,0,0,0,2298,1,1,0,1
26,128941.17,0,0,1,0,1416,1,0,0,1
34,69657.87,1,1,2,0,2055,0,1,0,0
89,153851.55,0,0,1,0,5102,0,1,0,1
22,98528.58,0,0,1,0,691,1,0,0,1
77,123776.91,0,1,3,0,4490,1,0,1,0
43,81607.59,0,1,2,0,3077,0,1,0,1
44,37559.34,0,0,0,0,5282,0,1,0,0
47,149652.24,0,0,0,0,3662,0,1,0,1
23,318841.86,0,0,1,0,1510,0,0,0,1
25,168257.34,0,1,2,0,1510,0,0,0,0
52,134469.78,0,1,2,0,669,0,1,0,0
24,104683.5,0,0,1,0,1833,0,0,0,1
44,130300.56,0,1,2,0,6767,0,1,0,0
54,89462.79,0,0,1,0,7081,0,1,0,1
72,111351.57,0,1,1,0,4033,0,1,0,1
47,238056.66,0,0,1,0,6432,0,1,0,1
49,64975.65,0,0,0,0,2349,1,1,0,1
63,116041.92,0,0,1,0,3846,1,1,0,1
43,94407.12,0,0,0,0,6773,0,1,0,0
40,273463.71,0,0,2,0,5452,1,1,0,1
25,37659.84,0,1,4,0,1896,0,0,0,0
28,66458.58,0,0,1,0,1742,1,0,0,1
44,86496.06,0,1,2,0,1364,1,1,0,0
53,163464.75,0,0,0,0,5786,1,1,0,1
90,173729.76,0,0,2,0,4820,1,1,0,1
49,158238.54,0,1,2,0,4727,0,1,0,0
69,360915.12,0,0,0,0,3630,0,1,0,1
60,74298.9,0,1,1,0,5015,0,1,0,0
45,59136.72,0,1,2,0,5764,1,1,0,0
45,204064.02,0,1,5,0,1637,1,1,0,0
25,83818.35,0,0,1,0,1770,1,0,0,1
43,76592.31,0,0,0,0,6058,1,1,0,1
23,70367.88,0,0,1,0,1760,1,0,0,1
45,339725.25,0,0,0,0,5618,0,1,0,0
45,326047.98,0,1,1,0,4238,1,1,0,0
24,59325.51,0,0,1,0,1812,0,0,0,1
55,161651.52,0,1,3,0,5165,1,0,1,0
57,54645.15,0,0,1,0,1490,1,1,0,0
28,43725.84,0,0,1,0,1168,1,0,0,1
26,128501.04,0,1,1,0,719,0,0,0,0
21,36541.71,0,1,1,0,788,1,0,0,0
28,123808.74,0,0,1,0,1069,1,0,0,1
22,88323.27,0,0,0,0,1076,0,0,0,1
37,73412.46,0,1,5,0,1546,1,1,0,0
50,72623.73,0,1,1,0,3553,1,1,0,0
48,139203.81,0,1,1,0,1095,1,1,0,0
51,111933.69,0,1,3,0,4675,1,1,0,0
45,29410.35,0,0,1,0,6759,1,1,0,1
26,40383.93,0,1,2,0,1062,1,0,0,1
23,58575.99,0,0,1,0,1084,1,0,0,1
50,234730.11,0,1,2,0,529,0,0,1,0
35,36437.88,0,0,0,0,961,0,1,0,1
25,67530.93,0,0,0,0,1049,0,0,0,0
47,77810.25,0,1,1,0,1003,0,1,0,0
22,81510.09,0,0,0,0,725,0,0,0,1
21,451931.22,0,0,0,0,1005,0,0,0,1
69,154461.24,0,1,4,0,5434,1,1,0,0
41,92980.29,0,0,1,0,5071,0,1,0,0
58,70942.02,1,1,5,0,5825,1,1,0,0
48,28638.42,0,0,0,0,5567,0,1,0,1
47,118254.03,1,1,2,0,6306,0,1,0,0
74,216294.75,0,0,0,0,7058,1,1,0,0
48,35521.56,0,0,1,0,683,0,1,0,1
25,32342.88,0,0,1,0,1098,1,0,0,1
38,74044.56,0,0,1,0,3261,0,1,0,1
67,52349.85,0,1,3,0,4429,0,1,0,0
76,110545.02,0,1,2,0,5304,1,1,0,0
41,89930.64,0,0,0,0,6894,0,1,0,1
21,215887.92,0,0,0,0,667,1,0,0,1
28,80635.2,0,0,1,0,1800,1,0,0,1
51,37790.61,0,0,1,0,5624,0,1,0,1
26,58193.64,0,0,0,0,1098,1,0,0,0
30,60398.04,0,0,0,0,1867,1,1,0,1
49,135174.72,0,0,2,0,5512,1,1,0,1
65,102433.53,1,1,5,0,2553,0,0,1,0
34,112584.81,0,0,1,0,1423,0,1,0,1
77,48177.09,0,1,1,0,3545,1,1,0,0
37,51322.98,0,0,0,0,3302,0,1,0,1
47,60543.39,0,1,3,0,689,0,1,0,0
26,105951.45,0,0,1,0,709,0,0,0,1
26,111933.69,0,1,1,0,1047,1,0,0,1
38,78019.05,0,0,0,0,4009,0,1,0,1
41,51263.31,0,1,1,0,678,0,1,0,0
56,108237.03,0,1,1,0,1182,0,1,0,0
22,104422.65,0,0,1,0,1063,1,0,0,1
55,83018.7,0,0,1,0,3960,0,1,0,0
44,123957.18,0,1,4,0,4552,1,1,0,0
22,137796.39,0,0,1,0,1102,0,0,0,1
69,324866.73,0,1,2,0,4037,0,0,1,0
77,224700.72,1,1,4,0,2382,1,1,0,0
25,70110.21,0,0,1,0,1781,0,0,0,1
57,260943.39,0,1,3,0,5645,0,0,1,0
24,35661.69,0,0,1,0,1056,1,0,0,1
49,90126.39,0,0,1,0,754,0,1,0,0
53,187846.14,0,0,1,0,5333,1,1,0,1
21,249632.52,0,0,1,0,731,1,0,0,1
74,59960.19,0,0,0,0,3616,1,1,0,0
73,58997.25,0,1,2,0,5459,1,1,0,0
35,78740.22,0,1,2,0,2519,0,1,0,0
50,81586.44,0,1,2,0,5891,1,1,0,0
28,75650.16,0,0,1,0,1737,0,0,0,1
25,128886.33,0,1,1,0,1871,0,0,0,0
25,95771.37,0,0,1,0,678,0,0,0,1
26,89477.46,0,0,1,0,1433,1,0,0,1
72,93744.03,0,1,1,0,725,0,1,0,1
49,132695.46,0,1,2,0,1066,0,1,0,0
23,161847.87,0,1,2,0,1515,0,0,0,0
55,123259.26,0,1,2,0,5886,0,1,0,0
45,44286.21,0,0,1,0,3120,0,1,0,1
49,119238.3,0,0,1,0,6436,1,1,0,1
40,90384.3,0,0,1,0,774,0,1,0,0
44,111652.59,0,1,1,0,2952,1,1,0,0
31,66218.67,0,0,1,0,1385,0,0,0,1
62,112544.76,0,0,0,0,4048,0,1,0,1
20,87975.0,0,1,1,0,793,0,0,0,0
45,432833.94,0,0,0,0,7453,0,1,0,1
60,322129.23,0,1,3,1,6639,0,1,0,0
51,145215.57,0,1,2,0,2945,0,1,0,0
75,184033.98,0,1,2,0,7264,0,1,0,0
47,256464.69,1,1,2,0,2449,1,1,0,0
74,219444.75,0,1,1,0,5651,0,1,0,1
29,23878.59,0,0,1,0,2027,0,1,0,1
60,129058.08,0,1,1,0,648,1,1,0,0
38,168442.17,0,0,1,0,3607,0,1,0,1
20,63120.84,0,1,1,0,409,0,0,0,0
41,60592.5,0,0,0,0,3917,1,1,0,1
24,372705.39,0,0,0,0,1762,1,0,0,1
48,121687.92,0,1,2,0,4584,1,1,0,1
22,57315.21,0,0,1,0,776,0,0,0,1
50,128180.79,0,0,2,0,5356,0,1,0,1
46,62746.14,0,0,0,0,7437,0,1,0,0
20,30701.73,0,1,1,0,422,0,0,0,1
35,256319.88,0,1,1,0,3093,1,1,0,0
46,45624.54,0,0,1,0,4631,1,1,0,1
24,287380.83,0,0,1,0,1787,0,0,0,1
28,49586.55,0,0,1,0,1801,0,0,0,1
55,157756.59,0,1,5,0,6466,1,1,0,0
61,157145.7,0,1,1,0,3819,0,0,1,0
20,87821.16,0,1,1,0,408,0,0,0,0
27,172221.87,0,0,0,0,1404,0,0,0,1
23,44683.32,0,0,1,0,1451,1,0,0,1
47,38343.21,0,0,1,0,5616,0,1,0,1
32,26553.06,0,0,0,0,1241,1,1,0,1
43,223178.7,0,0,0,0,4374,1,1,0,1
46,90158.16,0,0,1,0,424,1,1,0,1
37,110654.22,0,1,3,0,1844,1,1,0,0
29,47687.04,1,1,1,0,1040,0,1,0,1
21,42099.99,0,1,1,0,422,0,0,0,0
23,75565.98,0,1,3,0,1131,1,0,0,0
38,44997.84,0,0,0,0,1039,1,1,0,1
57,29856.45,0,1,3,0,1259,1,0,1,0
29,104837.94,0,1,2,0,1795,0,0,0,0
23,49261.59,0,0,1,0,1425,0,0,0,0
39,44822.43,0,0,1,0,5038,1,1,0,0
45,119576.49,0,0,0,0,788,0,1,0,1
45,132827.31,0,0,0,0,5449,1,1,0,1
24,101865.48,0,1,1,0,1053,1,0,0,0
45,287883.6,0,1,2,0,5253,1,1,0,0
35,49278.15,0,1,3,0,3490,1,1,0,0
23,213141.3,0,1,1,0,1459,0,0,0,0
23,77390.22,0,0,0,0,1501,0,0,0,1
22,52708.29,0,0,1,0,732,0,0,0,1
52,77760.33,0,0,1,0,829,1,1,0,1
41,166732.56,0,1,0,0,6460,1,1,0,0
34,103448.52,0,1,1,0,522,0,1,0,0
50,260183.88,0,1,5,0,5660,0,1,0,0
42,145418.7,0,0,0,0,401,1,1,0,1
24,95715.03,0,0,1,0,1767,1,0,0,1
47,89467.74,0,1,2,0,7159,0,1,0,0
29,47443.92,0,1,1,0,1871,1,0,0,0
23,109080.39,0,0,1,0,1161,0,0,0,1
52,91035.93,1,1,2,0,6554,0,1,0,0
72,90764.55,0,0,0,0,7194,0,1,0,1
22,155172.03,0,1,1,0,1096,1,0,0,0
77,126862.65,0,1,1,0,4133,0,1,0,1
37,50328.72,0,0,1,0,1416,0,1,0,1
41,219866.1,0,1,2,0,5028,1,1,0,0
76,110638.98,0,1,2,0,485,0,1,0,0
62,72756.27,0,0,1,0,5546,0,1,0,1
47,163302.18,0,1,5,0,5171,0,0,1,0
23,41563.68,0,0,1,0,1755,1,0,0,1
41,115369.56,0,1,1,0,4624,1,1,0,0
24,41313.0,0,0,1,0,732,1,0,0,1
73,118117.08,0,1,2,0,5833,0,1,0,0
26,206905.5,0,0,1,0,1522,1,0,0,1
40,95191.44,0,1,1,0,1276,0,1,0,0
83,65610.93,0,1,2,0,6296,1,1,0,0
79,81820.26,0,1,4,0,6500,0,1,0,0
75,80912.25,0,1,1,0,3182,1,1,0,0
84,114229.08,0,1,1,0,5436,1,1,0,0
54,164557.38,0,1,3,0,5315,1,1,0,0
56,79169.13,0,1,2,0,5266,0,1,0,0
47,108504.03,0,1,2,0,3466,0,0,1,0
25,117093.12,0,0,1,0,716,0,0,0,1
54,116333.58,1,1,1,0,3786,0,1,0,0
75,147788.07,0,1,1,0,4366,1,1,0,0
51,116673.33,0,0,0,0,6633,0,1,0,1
67,342172.2,0,0,0,0,3971,1,1,0,1
79,180428.31,0,1,1,0,2923,0,1,0,0
21,94134.03,0,1,1,0,415,1,0,0,0
34,124303.38,0,0,1,0,1745,0,1,0,1
52,126453.87,0,1,4,0,1227,0,1,0,0
26,105713.31,0,1,2,0,781,1,1,0,0
26,65006.07,0,0,1,0,1418,1,0,0,1
32,49278.03,0,0,0,0,593,1,1,0,0
22,66096.36,0,0,1,0,1396,0,0,0,1
55,350815.65,0,0,1,0,4281,1,1,0,0
26,153851.22,0,0,0,0,1404,1,0,0,1
37,144137.01,0,1,2,0,4591,0,1,0,0
23,84724.65,0,0,1,0,710,1,0,0,1
82,61055.67,0,0,1,0,6789,1,1,0,1
40,208527.36,0,1,1,0,4150,1,1,0,1
87,64408.38,0,0,2,0,5440,0,1,0,1
31,69839.28,0,0,0,0,1455,0,1,0,1
54,65248.14,0,0,1,0,5940,0,1,0,0
30,58117.47,0,0,0,0,727,0,1,0,1
51,59997.42,0,1,3,0,4623,0,1,0,0
34,89837.67,0,1,1,0,1019,0,1,0,0
26,127016.97,0,0,1,0,716,0,0,0,1
25,69087.66,0,0,1,0,1762,0,0,0,1
23,76012.65,0,0,1,0,1040,0,0,0,1
24,103524.03,0,0,0,0,774,1,0,0,0
23,23237.76,0,1,1,0,1142,0,0,0,0
46,68152.86,0,0,2,0,5401,0,1,0,1
38,177803.79,0,0,1,0,5386,0,1,0,1
70,117026.91,0,0,1,0,4574,1,1,0,1
23,155864.13,0,0,1,0,1774,0,0,0,1
23,63106.71,0,1,1,0,377,1,0,0,1
61,111996.6,0,1,3,0,6561,0,1,0,0
50,103593.63,0,0,2,0,4240,1,1,0,1
38,128931.57,0,1,4,0,6179,1,1,0,0
58,227115.48,0,0,1,0,7243,0,1,0,0
28,46357.47,0,0,1,0,811,0,1,0,1
24,80612.67,0,1,1,0,1516,1,0,0,0
22,63395.4,0,1,1,0,1108,0,0,0,0
37,108048.03,0,0,0,0,3356,0,1,0,1
64,262899.0,0,0,0,0,698,1,1,0,1
74,52136.25,0,0,1,0,4336,0,1,0,1
48,106524.12,0,1,4,0,3518,0,1,0,0
42,59700.33,0,1,3,0,3820,1,1,0,0
33,46952.37,0,1,1,0,657,0,0,0,0
37,104667.84,0,1,2,0,5109,1,1,0,1
61,85271.28,0,1,2,0,3917,0,1,0,0
76,128634.6,0,0,1,0,528,0,0,1,0
61,324390.3,0,0,0,0,4688,1,1,0,1
25,39960.75,0,0,0,0,839,0,1,0,1
22,89444.43,0,1,1,0,1140,0,0,0,1
21,192748.92,0,0,1,0,690,1,0,0,1
37,121173.27,0,1,1,0,531,1,1,0,0
21,86524.14,0,1,2,0,3457,0,1,0,0
28,86989.02,0,0,1,0,1434,1,0,0,1
28,49523.43,0,0,1,0,1804,1,0,0,1
24,140484.93,0,0,1,0,1766,1,0,0,1
21,166405.62,0,0,0,0,682,1,0,0,1
54,144126.87,0,0,1,0,7464,0,1,0,0
25,67824.33,0,0,1,0,670,1,0,0,1
62,90407.16,0,0,1,0,2886,1,1,0,1
25,150480.6,0,0,1,0,668,1,0,0,1
37,77612.91,0,0,1,0,1517,0,1,0,1
21,228235.86,0,0,1,0,689,1,0,0,1
28,58765.17,0,0,0,0,417,1,0,0,1
30,277527.06,0,0,1,0,1865,0,0,0,1
22,58381.77,0,0,1,0,710,1,0,0,1
46,31906.95,0,0,1,0,1136,0,1,0,1
21,75767.04,0,1,1,0,642,0,0,0,0
61,52020.51,0,0,0,0,4001,0,1,0,0
45,42028.95,0,1,3,0,1677,1,1,0,0
28,103600.38,0,0,1,0,1791,1,0,0,1
52,53384.64,0,0,1,0,5554,0,1,0,1
23,49126.53,0,1,1,0,1444,0,0,0,0
59,146201.49,0,0,0,0,3625,0,1,0,1
68,176249.97,0,1,2,0,5851,0,1,0,0
47,76011.9,1,1,3,0,6333,0,1,0,0
57,49222.35,0,0,1,0,2965,0,1,0,1
37,58283.97,0,1,2,0,1825,1,1,0,0
52,104357.19,0,0,0,0,7405,1,1,0,1
45,123520.14,0,0,1,0,2852,0,1,0,1
25,111789.9,0,0,1,0,697,1,0,0,1
57,151564.38,0,0,0,0,2886,0,1,0,1
26,66496.86,0,0,1,0,699,0,0,0,1
62,67005.39,0,0,0,0,5415,0,1,0,1
43,105300.78,0,0,1,0,3518,0,1,0,1
35,88742.82,0,1,1,0,706,0,1,0,0
22,99573.93,0,0,0,0,801,0,1,0,1
25,249040.02,0,1,2,0,409,0,0,0,0
22,193813.77,0,0,1,0,1146,1,0,0,1
35,53336.85,0,1,2,0,1077,0,1,0,0
42,251105.91,0,1,2,0,5798,1,1,0,0
27,62077.23,0,0,1,0,600,1,0,0,0
59,107110.86,0,1,2,0,4057,1,1,0,0
21,70946.25,0,0,1,0,369,0,0,0,1
24,66318.03,0,1,1,0,1826,0,0,0,0
54,159702.75,1,1,4,0,7262,0,1,0,0
24,108795.66,0,0,1,0,1877,1,0,0,1
51,130907.88,0,0,1,0,6400,1,1,0,1
40,82988.22,0,0,1,0,4752,1,1,0,1
33,115255.11,0,0,1,0,663,1,0,0,1
33,82404.12,0,0,0,0,4499,1,1,0,1
44,61994.22,0,1,3,1,5156,0,1,0,0
67,32735.1,0,0,1,0,1658,1,1,0,0
24,174480.42,0,0,1,0,1868,1,0,0,1
42,178567.32,0,0,0,0,3378,0,1,0,1
25,279766.08,0,0,1,0,1413,0,0,0,1
62,145806.12,0,1,3,0,403,1,0,1,0
27,65734.35,0,0,1,0,737,1,0,0,1
56,76470.03,0,1,2,0,3508,0,1,0,0
26,56983.89,0,0,1,0,1388,1,0,0,1
25,48461.4,0,1,1,0,1878,0,0,0,0
31,106071.3,0,0,0,0,510,1,1,0,1
59,56002.98,0,0,1,0,3503,0,1,0,1
24,57094.8,0,0,1,0,1826,1,0,0,1
50,301062.54,0,1,2,0,3504,0,1,0,0
37,184138.23,0,1,2,0,753,0,0,1,0
26,38662.44,0,0,1,0,1027,1,0,0,1
41,20604.15,1,1,2,0,3842,1,1,0,0
57,97410.75,0,0,1,0,4363,0,1,0,1
82,92262.99,0,1,3,0,2293,0,1,0,0
32,35481.36,0,0,0,0,3193,0,1,0,1
50,171212.67,0,1,2,0,3986,1,1,0,0
22,57103.89,0,0,1,0,1132,1,0,0,1
39,276146.25,0,1,1,0,5317,1,1,0,1
42,77026.56,0,1,3,0,4892,1,1,0,0
21,38415.18,0,1,1,0,783,1,0,0,0
89,68818.89,0,0,0,0,3919,0,1,0,1
38,94797.21,0,0,2,0,4317,0,1,0,1
23,48410.16,0,1,1,0,1523,0,0,0,0
23,75016.56,0,1,1,0,430,1,0,0,0
20,63032.73,0,1,1,0,418,0,0,0,0
38,121534.29,0,1,4,0,3814,1,1,0,0
27,227267.49,0,1,3,0,1041,0,0,0,1
31,93452.73,0,0,1,0,1801,0,0,0,1
23,123384.21,0,0,1,0,1423,0,0,0,1
51,112704.36,1,1,4,0,3980,0,1,0,0
64,79679.43,0,1,2,0,5885,0,1,0,0
23,64397.91,0,0,1,0,1508,0,0,0,1
24,146819.94,0,0,1,0,1892,1,0,0,1
53,17954.04,0,1,2,0,5293,0,1,0,0
41,119868.12,0,1,4,0,3645,1,1,0,0
44,262346.28,0,1,5,0,6778,0,1,0,0
39,141427.98,0,0,0,0,1720,0,1,0,1
49,107998.65,0,1,4,0,7027,0,1,0,0
21,111385.14,0,1,1,0,1161,1,0,0,0
45,143480.28,0,0,1,0,5735,1,1,0,1
32,88358.25,0,1,1,0,780,1,0,0,0
43,236342.52,0,1,2,0,3177,1,1,0,0
37,68822.82,0,1,2,0,853,0,1,0,0
68,402182.04,1,1,4,0,3002,0,1,0,0
45,129506.1,0,1,2,0,2791,0,1,0,0
22,109028.79,0,0,1,0,429,0,0,0,1
22,361457.88,0,0,1,0,1073,1,0,0,1
34,147753.12,0,1,1,0,572,0,1,0,0
73,215037.75,0,1,3,0,6015,0,1,0,0
23,92409.48,0,1,1,0,1504,1,0,0,0
47,98416.23,0,1,4,0,6428,0,1,0,0
30,66933.93,0,0,0,0,1822,0,1,0,1
66,100792.41,0,1,4,0,7412,0,1,0,0
42,133006.68,0,0,1,0,6571,0,1,0,1
27,160985.22,0,0,1,0,1503,1,0,0,1
37,111705.18,0,0,1,0,2910,1,1,0,1
45,171399.21,0,1,4,0,6080,0,1,0,0
24,37718.25,0,1,1,0,1872,0,0,0,0
40,294124.56,0,0,0,0,3599,1,1,0,1
43,61201.08,0,1,3,0,4456,1,1,0,0
41,91627.95,0,1,2,0,4808,0,1,0,0
64,166611.87,0,1,1,0,4609,1,1,0,0
70,96184.08,0,1,4,0,5826,1,1,0,0
45,122663.49,0,1,5,1,6226,1,1,0,0
48,122969.31,0,0,2,0,6754,0,1,0,1
44,187193.28,0,1,4,0,6306,1,1,0,0
46,167206.86,0,1,3,0,2141,0,1,0,1
40,50668.11,0,0,0,0,544,0,1,0,1
54,197078.25,1,1,3,0,4733,1,1,0,0
33,383268.21,0,0,1,0,2061,0,1,0,1
27,90203.1,0,0,1,0,1745,1,0,0,1
27,113160.6,0,0,1,0,1411,0,0,0,1
30,100703.91,0,1,1,0,718,1,0,0,1
42,90274.62,0,1,1,0,7067,0,1,0,0
34,69657.87,1,1,1,0,2055,0,1,0,0
60,76220.37,0,1,3,0,5673,0,1,0,0
23,126527.22,0,0,0,0,1754,0,0,0,1
48,215080.86,0,1,3,0,6026,0,1,0,0
47,190837.77,0,0,0,0,3320,0,1,0,1
45,109697.55,0,0,0,0,5749,0,1,0,1
43,43227.69,0,1,1,0,3695,1,1,0,0
21,162103.41,0,1,1,0,732,1,0,0,0
47,241695.54,0,0,0,0,3776,0,1,0,1
46,69779.16,0,0,0,0,585,1,1,0,1
24,229500.15,0,0,1,0,1747,1,0,0,1
41,65209.35,0,0,1,0,448,0,1,0,1
56,233778.45,0,0,2,0,6207,0,1,0,0
23,59065.68,0,0,1,0,1149,0,0,0,1
57,358345.41,0,0,0,0,6850,1,1,0,1
49,130566.99,0,1,1,0,4827,0,1,0,0
66,184702.35,0,0,0,0,3513,0,1,0,0
21,144032.73,0,0,1,0,1080,0,0,0,1
72,93359.46,0,0,1,0,3790,1,1,0,0
57,221105.88,0,1,3,0,6410,0,1,0,0
33,130893.75,0,1,1,0,1431,1,0,0,0
44,59940.0,0,1,5,0,6075,0,1,0,0
28,67948.11,0,1,1,0,1824,1,0,0,0
21,64910.52,0,0,1,0,685,0,0,0,1
48,148216.14,0,0,0,0,4701,1,1,0,1
60,60075.57,0,1,1,0,2195,0,1,0,0
31,92279.82,0,0,0,0,2887,0,1,0,1
69,86241.12,0,1,2,0,1468,0,1,0,0
23,95307.51,0,0,1,0,1507,1,0,0,1
40,135944.73,0,1,2,0,3603,1,1,0,0
85,71861.13,0,1,1,0,5421,1,1,0,1
81,57379.08,0,1,2,0,3726,1,1,0,0
52,48290.13,0,0,1,0,4167,1,1,0,1
48,91705.98,0,1,5,0,5484,0,1,0,0
42,109264.17,0,1,3,0,5849,1,1,0,0
24,48894.99,0,0,1,0,1816,0,0,0,1
22,89319.6,0,0,1,0,1074,0,0,0,1
41,36277.56,0,1,1,0,698,0,1,0,0
40,82433.55,0,1,3,0,3637,0,1,0,0
37,85493.1,0,0,0,0,1493,0,1,0,1
21,141300.63,0,1,1,0,786,1,0,0,0
31,124635.93,0,0,0,0,3643,0,1,0,1
27,63470.73,0,0,1,0,1432,0,0,0,1
60,263661.9,0,0,0,0,3755,0,1,0,1
24,51205.68,0,1,1,0,1775,1,0,0,0
